"year","country_return","benchmark_return","difference","outperformed","country","benchmark"
2006,129.875811907696,88.097494413557,41.7783174941394,TRUE,"China","Asia8"
2008,-65.4168080966584,-53.4799891310137,-11.9368189656446,FALSE,"China","Asia8"
2009,77.2365296967645,62.8884823836776,14.3480473130869,TRUE,"China","Asia8"
2011,-22.1536000541972,-13.9536138018499,-8.19998625234729,FALSE,"China","Asia8"
2012,2.58286340942032,11.4001127234597,-8.81724931403939,FALSE,"China","Asia8"
2013,-7.57943759501795,9.45953578435292,-17.0389733793709,FALSE,"China","Asia8"
2015,8.60960569210215,4.92976671677494,3.67983897532721,TRUE,"China","Asia8"
2016,-12.2420822665178,1.67288959649812,-13.9149718630159,FALSE,"China","Asia8"
2017,6.5005779385198,18.4724284042362,-11.9718504657164,FALSE,"China","Asia8"
2018,-24.7473547566569,-11.0167475565754,-13.7306072000815,FALSE,"China","Asia8"
2019,22.1084550079115,18.2505215405218,3.85793346738973,TRUE,"China","Asia8"
2020,13.264468166149,13.4962704582886,-0.231802292139593,FALSE,"China","Asia8"
2021,4.75154903095322,7.46050216578407,-2.70895313483086,FALSE,"China","Asia8"
2022,-15.3430225548839,-8.128137046584,-7.21488550829989,FALSE,"China","Asia8"
2023,-3.64614044378177,11.6802685783206,-15.3264090221024,FALSE,"China","Asia8"
2024,12.7486287915906,13.6676726256453,-0.919043834054646,FALSE,"China","Asia8"
2009,48.5404350705907,62.8884823836776,-14.3480473130869,FALSE,"South Korea","Asia8"
2010,21.9591991270975,18.4113710023303,3.54782812476729,TRUE,"South Korea","Asia8"
2012,9.02773464459397,11.4001127234597,-2.37237807886574,FALSE,"South Korea","Asia8"
2013,-0.119182437936447,9.45953578435292,-9.57871822228936,FALSE,"South Korea","Asia8"
2014,-4.84424697313393,3.73880754665383,-8.58305451978776,FALSE,"South Korea","Asia8"
2016,3.68335105238155,1.67288959649812,2.01046145588344,TRUE,"South Korea","Asia8"
2017,22.0182676582816,18.4724284042362,3.54583925404535,TRUE,"South Korea","Asia8"
2018,-17.529074352865,-11.0167475565754,-6.51232679628959,FALSE,"South Korea","Asia8"
2019,7.17465409493189,18.2505215405218,-11.0758674455899,FALSE,"South Korea","Asia8"
2020,30.5404764513835,13.4962704582886,17.0442059930949,TRUE,"South Korea","Asia8"
2021,3.58844676791616,7.46050216578407,-3.87205539786791,FALSE,"South Korea","Asia8"
2022,-25.2532637612607,-8.128137046584,-17.1251267146767,FALSE,"South Korea","Asia8"
2023,18.0150708647491,11.6802685783206,6.33480228642844,TRUE,"South Korea","Asia8"
2024,-9.29815810395959,13.6676726256453,-22.9658307296048,FALSE,"South Korea","Asia8"
2007,-11.6306521954828,16.850709628651,-28.4813618241337,FALSE,"Japan","Asia8"
2008,-41.5431701653691,-53.4799891310137,11.9368189656446,TRUE,"Japan","Asia8"
2010,-3.58570775823631,18.4113710023303,-21.9970787605666,FALSE,"Japan","Asia8"
2011,-18.3230866278583,-13.9536138018499,-4.36947282600839,FALSE,"Japan","Asia8"
2012,21.5875899756577,11.4001127234597,10.187477252198,TRUE,"Japan","Asia8"
2013,53.6263809732896,9.45953578435292,44.1668451889367,TRUE,"Japan","Asia8"
2014,8.07076179427243,3.73880754665383,4.3319542476186,TRUE,"Japan","Asia8"
2015,9.858379473749,4.92976671677494,4.92861275697406,TRUE,"Japan","Asia8"
2016,1.57179267124319,1.67288959649812,-0.101096925254925,FALSE,"Japan","Asia8"
2019,20.3584921915765,18.2505215405218,2.10797065105473,TRUE,"Japan","Asia8"
2020,17.686332096481,13.4962704582886,4.19006163819239,TRUE,"Japan","Asia8"
2021,4.41021023760558,7.46050216578407,-3.05029192817849,FALSE,"Japan","Asia8"
2022,-10.3232793136116,-8.128137046584,-2.19514226702755,FALSE,"Japan","Asia8"
2023,29.5307255710912,11.6802685783206,17.8504569927706,TRUE,"Japan","Asia8"
2024,20.1894315934211,13.6676726256453,6.52175896777585,TRUE,"Japan","Asia8"
2010,9.12187737462288,18.4113710023303,-9.28949362770738,FALSE,"Taiwan","Asia8"
2011,-21.7661737092778,-13.9536138018499,-7.81255990742782,FALSE,"Taiwan","Asia8"
2013,11.2873391089562,9.45953578435292,1.82780332460327,TRUE,"Taiwan","Asia8"
2014,7.98990781882298,3.73880754665383,4.25110027216915,TRUE,"Taiwan","Asia8"
2018,-8.78974168136037,-11.0167475565754,2.22700587521503,TRUE,"Taiwan","Asia8"
2019,23.3604848676671,18.2505215405218,5.10996332714539,TRUE,"Taiwan","Asia8"
2020,22.5005635341745,13.4962704582886,9.00429307588591,TRUE,"Taiwan","Asia8"
2021,23.7671903924865,7.46050216578407,16.3066882267025,TRUE,"Taiwan","Asia8"
2022,-22.5766046387952,-8.128137046584,-14.4484675922112,FALSE,"Taiwan","Asia8"
2023,27.0953146851792,11.6802685783206,15.4150461068585,TRUE,"Taiwan","Asia8"
2024,28.4022879484456,13.6676726256453,14.7346153228003,TRUE,"Taiwan","Asia8"
2025,-10.5864430201595,-10.5864430201595,0,FALSE,"Taiwan","Asia8"
2005,-0.797120388549169,-0.797120388549169,0,FALSE,"Malaysia","Asia8"
2011,0.406679504682139,-13.9536138018499,14.3602933065321,TRUE,"Malaysia","Asia8"
2012,10.8525845520802,11.4001127234597,-0.547528171379486,FALSE,"Malaysia","Asia8"
2013,10.7889466154003,9.45953578435292,1.32941083104734,TRUE,"Malaysia","Asia8"
2015,-3.67868501552634,4.92976671677494,-8.60845173230128,FALSE,"Malaysia","Asia8"
2020,2.27721158741894,13.4962704582886,-11.2190588708697,FALSE,"Malaysia","Asia8"
